Run #: 1502	 PMT #: 13 	  Paramters of fitted ADC data with good TDC. 
Pixel # 	 Mean Value 	 Error 	 Sigma 

1	0	0	0
2	1173.93	2.63875	1718.87
3	-2931.76	2.11324	1334.21
4	283.444	3.12322	2058.58
5	296.098	1.20079	796.359
6	-6271.78	2.25986	1526.34
7	675.449	0.439844	301.907
8	807.67	0.2573	176.91
9	3529.69	2.3975	1660.7
10	502.934	0.238967	163.621
11	1976.5	2.8362	1857.35
12	3272.67	2.31849	1589.99
13	-1541.11	2.77809	1762.66
14	820.028	0.502072	340.448
15	907.745	0.517428	318.801
16	0	0	0
