Run #: 1506	 PMT #: 13 	  Paramters of fitted ADC data with good TDC. 
Pixel # 	 Mean Value 	 Error 	 Sigma 

1	0	0	0
2	-2171.45	2.9294	1908.63
3	328.745	0.414268	261.07
4	-627.486	3.17203	2089.13
5	-399.648	1.78694	1183.36
6	-5343.53	2.56117	1728.79
7	-105.629	3.22678	2213.41
8	5766.02	3.3049	2271.26
9	-1169.5	3.26782	2262.03
10	-6173.64	2.88805	1976.4
11	410.73	2.33977	1531.77
12	398.252	1.2641	866.409
13	-572.76	3.25187	2064.62
14	-299.755	3.11207	2108.58
15	7905.94	3.0531	1876.16
16	0	0	0
