Run #: 1509	 PMT #: 13 	  Paramters of fitted ADC data with good TDC. 
Pixel # 	 Mean Value 	 Error 	 Sigma 

1	0	0	0
2	3244.68	2.67815	1748.07
3	2205.81	1.63623	1031.74
4	7409.5	2.43528	1604.82
5	733.571	0.576334	381.813
6	1243.94	1.09791	741.608
7	612.565	0.33926	232.818
8	818.143	0.251856	173.144
9	976.195	0.55362	383.368
10	582.788	0.261321	178.897
11	558.432	2.79733	1832.82
12	4921.86	2.89023	1982.02
13	2643.03	3.248	2066.15
14	4260.13	2.37753	1612.1
15	637.794	0.252832	155.827
16	0	0	0
