Run #: 1498	 PMT #: 13 	  Paramters of fitted ADC data with good TDC. 
Pixel # 	 Mean Value 	 Error 	 Sigma 

1	0	0	0
2	3762.21	2.6068	1695.32
3	636.697	0.40108	252.632
4	6853.31	2.00637	1321.86
5	691.562	0.41644	275.745
6	1925.26	2.70056	1824.11
7	693.999	0.27184	186.604
8	884.274	0.33553	230.81
9	3200.69	1.82446	1264.83
10	507.541	0.357702	245.063
11	445.936	2.71147	1774.69
12	7152.29	2.14297	1471.12
13	738.884	0.488205	309.513
14	782.864	0.336989	228.633
15	653.922	0.338376	208.048
16	0	0	0
